[GIN] 2026/02/20 - 20:33:41 | 400 |     197.292µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:41 | 400 |      99.584µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:41 | 400 |     227.541µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:46 | 204 |       5.333µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:33:46 | 204 |       8.916µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:33:46 | 200 |    1.861083ms |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:33:46 | 200 |     342.709µs |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:33:46 | 304 |      88.375µs |             ::1 | GET      "/uploads/1771606966052897000_Gemini_Generated_Image_vhatf0vhatf0vhat.png"
[GIN] 2026/02/20 - 20:33:48 | 204 |      39.417µs |             ::1 | OPTIONS  "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:48 | 400 |     267.458µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:49 | 400 |     621.959µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:49 | 400 |      149.75µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:49 | 400 |          47µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:34:03 | 204 |      19.416µs |             ::1 | OPTIONS  "/api/public/stories/قزوین"
[GIN] 2026/02/20 - 20:34:03 | 204 |       5.958µs |             ::1 | OPTIONS  "/api/public/stories/قزوین"
DEBUG: GetPublicStories for city: قزوین
